Segment,Country,Product,Discount Band, Units Sold ,Manufacturing Price,Sale Price,Sales,COGS,Profit,Date,%Profit
Government,Laos,Tango,None," 2,919 ","Rp 14,100","Rp 17,625","Rp 51,447,375","Rp 41,157,900","Rp 10,289,475",24 Sep 2025,20%
Government,Vietnam,Tango,None, 374 ,"Rp 10,000","Rp 12,500","Rp 4,675,000","Rp 3,740,000","Rp 935,000",24 Sep 2025,20%
Government,Laos,Tango,None," 2,913 ","Rp 13,500","Rp 16,875","Rp 49,156,875","Rp 39,325,500","Rp 9,831,375",26 Sep 2025,20%
Government,Laos,Sari Roti,None," 1,663 ","Rp 1,700","Rp 2,125","Rp 3,533,875","Rp 2,827,100","Rp 706,775",27 Sep 2025,20%
Government,Laos,Aqua,None," 1,275 ","Rp 17,000","Rp 21,250","Rp 27,093,750","Rp 21,675,000","Rp 5,418,750",28 Sep 2025,20%
Government,Laos,Chitato,None, 265 ,"Rp 15,900","Rp 19,875","Rp 5,266,875","Rp 4,213,500","Rp 1,053,375",29 Sep 2025,20%
Government,Myanmar,Chitato,None," 2,602 ","Rp 4,000","Rp 5,000","Rp 13,010,000","Rp 10,408,000","Rp 2,602,000",2 Oct 2025,20%
Government,Indonesia,Indomie,None," 1,942 ","Rp 17,200","Rp 21,500","Rp 41,753,000","Rp 33,402,400","Rp 8,350,600",5 Oct 2025,20%
Government,Malaysia,Gula Gulaku,None," 1,498 ","Rp 9,900","Rp 12,375","Rp 18,537,750","Rp 14,830,200","Rp 3,707,550",8 Oct 2025,20%
Government,Thailand,Indomie,None," 2,548 ","Rp 12,600","Rp 15,750","Rp 40,131,000","Rp 32,104,800","Rp 8,026,200",11 Oct 2025,20%
Government,Malaysia,Ultra Milk,None," 1,618 ","Rp 3,100","Rp 3,875","Rp 6,269,750","Rp 5,015,800","Rp 1,253,950",12 Oct 2025,20%
Government,Indonesia,Ultra Milk,None," 1,771 ","Rp 18,600","Rp 23,250","Rp 41,175,750","Rp 32,940,600","Rp 8,235,150",13 Oct 2025,20%
Government,Thailand,Chitato,None, 619 ,"Rp 7,600","Rp 9,500","Rp 5,880,500","Rp 4,704,400","Rp 1,176,100",16 Oct 2025,20%
Government,Philippines,Chitato,None," 1,186 ","Rp 10,500","Rp 13,125","Rp 15,566,250","Rp 12,453,000","Rp 3,113,250",17 Oct 2025,20%
Government,Philippines,Ultra Milk,None," 2,161 ","Rp 4,000","Rp 5,000","Rp 10,805,000","Rp 8,644,000","Rp 2,161,000",17 Oct 2025,20%
Government,Indonesia,Sari Roti,None," 1,331 ","Rp 4,200","Rp 5,250","Rp 6,987,750","Rp 5,590,200","Rp 1,397,550",18 Oct 2025,20%
Government,Laos,Indomie,None, 259 ,"Rp 24,100","Rp 30,125","Rp 7,802,375","Rp 6,241,900","Rp 1,560,475",20 Oct 2025,20%
Government,Malaysia,Chitato,None," 1,163 ","Rp 24,500","Rp 30,625","Rp 35,616,875","Rp 28,493,500","Rp 7,123,375",22 Oct 2025,20%
Government,Vietnam,Ultra Milk,None," 1,322 ","Rp 12,300","Rp 15,375","Rp 20,325,750","Rp 16,260,600","Rp 4,065,150",24 Oct 2025,20%
Government,Myanmar,Gula Gulaku,None, 435 ,"Rp 8,000","Rp 10,000","Rp 4,350,000","Rp 3,480,000","Rp 870,000",28 Oct 2025,20%
Government,Thailand,Ultra Milk,None," 1,089 ","Rp 23,700","Rp 29,625","Rp 32,261,625","Rp 25,809,300","Rp 6,452,325",29 Oct 2025,20%
Government,Cambodia,Aqua,None," 2,162 ","Rp 3,600","Rp 4,500","Rp 9,729,000","Rp 7,783,200","Rp 1,945,800",31 Oct 2025,20%
Government,Cambodia,Gula Gulaku,None," 2,656 ","Rp 24,100","Rp 30,125","Rp 80,012,000","Rp 64,009,600","Rp 16,002,400",1 Nov 2025,20%
Government,Vietnam,Gula Gulaku,None, 917 ,"Rp 6,500","Rp 8,125","Rp 7,450,625","Rp 5,960,500","Rp 1,490,125",2 Nov 2025,20%
Government,Myanmar,Tango,None, 629 ,"Rp 9,800","Rp 12,250","Rp 7,705,250","Rp 6,164,200","Rp 1,541,050",4 Nov 2025,20%
Government,Laos,Ultra Milk,None," 1,034 ","Rp 12,500","Rp 15,625","Rp 16,156,250","Rp 12,925,000","Rp 3,231,250",6 Nov 2025,20%
Government,Malaysia,Tango,None, 765 ,"Rp 7,100","Rp 8,875","Rp 6,789,375","Rp 5,431,500","Rp 1,357,875",8 Nov 2025,20%
Government,Singapore,Ultra Milk,None, 925 ,"Rp 22,800","Rp 28,500","Rp 26,362,500","Rp 21,090,000","Rp 5,272,500",9 Nov 2025,20%
Government,Cambodia,Aqua,None," 2,949 ","Rp 6,700","Rp 8,375","Rp 24,697,875","Rp 19,758,300","Rp 4,939,575",9 Nov 2025,20%
Government,Indonesia,Indomie,None," 2,341 ","Rp 22,900","Rp 28,625","Rp 67,011,125","Rp 53,608,900","Rp 13,402,225",13 Nov 2025,20%
Government,Philippines,Indomie,None, 202 ,"Rp 6,500","Rp 8,125","Rp 1,641,250","Rp 1,313,000","Rp 328,250",13 Nov 2025,20%
Government,Singapore,Biskuat,None, 785 ,"Rp 7,500","Rp 9,375","Rp 7,359,375","Rp 5,887,500","Rp 1,471,875",13 Nov 2025,20%
Government,Malaysia,Ultra Milk,None," 1,214 ","Rp 13,900","Rp 17,375","Rp 21,093,250","Rp 16,874,600","Rp 4,218,650",13 Nov 2025,20%
Government,Indonesia,Gula Gulaku,None," 1,396 ","Rp 11,900","Rp 14,875","Rp 20,765,500","Rp 16,612,400","Rp 4,153,100",14 Nov 2025,20%
Government,Malaysia,Chitato,None," 1,159 ","Rp 15,400","Rp 19,250","Rp 22,310,750","Rp 17,848,600","Rp 4,462,150",14 Nov 2025,20%
Government,Brunei,Gula Gulaku,None," 2,629 ","Rp 8,700","Rp 10,875","Rp 28,590,375","Rp 22,872,300","Rp 5,718,075",16 Nov 2025,20%
Government,Thailand,Gula Gulaku,None," 1,896 ","Rp 9,900","Rp 12,375","Rp 23,463,000","Rp 18,770,400","Rp 4,692,600",19 Nov 2025,20%
Government,Thailand,Nugget Fiesta,None," 1,006 ","Rp 11,200","Rp 14,000","Rp 14,084,000","Rp 11,267,200","Rp 2,816,800",22 Nov 2025,20%
Government,Brunei,Chitato,None, 524 ,"Rp 3,200","Rp 4,000","Rp 2,096,000","Rp 1,676,800","Rp 419,200",24 Nov 2025,20%
Government,Myanmar,Ultra Milk,None, 972 ,"Rp 15,100","Rp 18,875","Rp 18,346,500","Rp 14,677,200","Rp 3,669,300",25 Nov 2025,20%
Government,Philippines,Chitato,None, 360 ,"Rp 16,100","Rp 20,125","Rp 7,245,000","Rp 5,796,000","Rp 1,449,000",25 Nov 2025,20%
Government,Brunei,Nugget Fiesta,None," 2,464 ","Rp 21,300","Rp 26,625","Rp 65,604,000","Rp 52,483,200","Rp 13,120,800",25 Nov 2025,20%
Government,Singapore,Indomie,None," 2,509 ","Rp 23,700","Rp 29,625","Rp 74,329,125","Rp 59,463,300","Rp 14,865,825",27 Nov 2025,20%
Government,Myanmar,Sari Roti,None, 512 ,"Rp 8,900","Rp 11,125","Rp 5,696,000","Rp 4,556,800","Rp 1,139,200",28 Nov 2025,20%
Government,Philippines,Indomie,None," 2,354 ","Rp 23,800","Rp 29,750","Rp 70,031,500","Rp 56,025,200","Rp 14,006,300",28 Nov 2025,20%
Government,Philippines,Gula Gulaku,None," 2,909 ","Rp 17,700","Rp 22,125","Rp 64,361,625","Rp 51,489,300","Rp 12,872,325",29 Nov 2025,20%
Government,Malaysia,Tango,None," 2,507 ","Rp 21,400","Rp 26,750","Rp 67,062,250","Rp 53,649,800","Rp 13,412,450",1 Dec 2025,20%
Government,Myanmar,Nugget Fiesta,None, 183 ,"Rp 23,800","Rp 29,750","Rp 5,444,250","Rp 4,355,400","Rp 1,088,850",5 Dec 2025,20%
Government,Indonesia,Ultra Milk,None," 2,300 ","Rp 6,100","Rp 7,625","Rp 17,537,500","Rp 14,030,000","Rp 3,507,500",7 Dec 2025,20%
Government,Thailand,Indomie,None," 1,332 ","Rp 22,700","Rp 28,375","Rp 37,795,500","Rp 30,236,400","Rp 7,559,100",8 Dec 2025,20%
Government,Cambodia,Tango,None," 1,107 ","Rp 3,800","Rp 4,750","Rp 5,258,250","Rp 4,206,600","Rp 1,051,650",9 Dec 2025,20%
Government,Laos,Gula Gulaku,None," 2,723 ","Rp 20,700","Rp 25,875","Rp 70,457,625","Rp 56,366,100","Rp 14,091,525",9 Dec 2025,20%
Government,Indonesia,Biskuat,None," 2,836 ","Rp 12,800","Rp 16,000","Rp 45,376,000","Rp 36,300,800","Rp 9,075,200",11 Dec 2025,20%
Government,Vietnam,Nugget Fiesta,None," 2,757 ","Rp 21,900","Rp 27,375","Rp 75,472,875","Rp 60,378,300","Rp 15,094,575",11 Dec 2025,20%
Government,Myanmar,Biskuat,None, 486 ,"Rp 2,100","Rp 2,625","Rp 1,275,750","Rp 1,020,600","Rp 255,150",12 Dec 2025,20%
Government,Thailand,Biskuat,None," 1,990 ","Rp 13,400","Rp 16,750","Rp 33,332,500","Rp 26,666,000","Rp 6,666,500",14 Dec 2025,20%
Government,Thailand,Biskuat,None," 2,300 ","Rp 16,600","Rp 20,750","Rp 47,725,000","Rp 38,180,000","Rp 9,545,000",16 Dec 2025,20%
Government,Laos,Tango,None, 839 ,"Rp 5,400","Rp 6,750","Rp 5,663,250","Rp 4,530,600","Rp 1,132,650",20 Dec 2025,20%
Government,Myanmar,Tango,None," 2,097 ","Rp 8,300","Rp 10,375","Rp 21,756,375","Rp 17,405,100","Rp 4,351,275",22 Dec 2025,20%
Government,Malaysia,Aqua,None," 2,908 ","Rp 23,400","Rp 29,250","Rp 85,059,000","Rp 68,047,200","Rp 17,011,800",26 Dec 2025,20%
Government,Indonesia,Teh Botol,None," 2,424 ","Rp 21,900","Rp 27,375","Rp 66,357,000","Rp 53,085,600","Rp 13,271,400",28 Dec 2025,20%
Government,Singapore,Tango,None," 1,780 ","Rp 17,900","Rp 22,375","Rp 39,827,500","Rp 31,862,000","Rp 7,965,500",31 Dec 2025,20%
Government,Thailand,Teh Botol,None, 696 ,"Rp 20,100","Rp 25,125","Rp 17,487,000","Rp 13,989,600","Rp 3,497,400",31 Dec 2025,20%
Midmarket,Cambodia,Chitato,None," 2,736 ","Rp 22,500","Rp 28,125","Rp 76,950,000","Rp 61,560,000","Rp 15,390,000",1 Jan 2025,20%
Midmarket,Thailand,Teh Botol,None," 2,810 ","Rp 14,700","Rp 18,375","Rp 51,633,750","Rp 41,307,000","Rp 10,326,750",1 Jan 2025,20%
Midmarket,Myanmar,Teh Botol,None, 847 ,"Rp 22,700","Rp 28,375","Rp 24,033,625","Rp 19,226,900","Rp 4,806,725",1 Jan 2025,20%
Midmarket,Singapore,Gula Gulaku,None," 1,181 ","Rp 12,300","Rp 15,375","Rp 18,157,875","Rp 14,526,300","Rp 3,631,575",3 Jan 2025,20%
Midmarket,Brunei,Chitato,None, 587 ,"Rp 2,600","Rp 3,250","Rp 1,907,750","Rp 1,526,200","Rp 381,550",4 Jan 2025,20%
Midmarket,Cambodia,Sari Roti,None," 2,902 ","Rp 3,900","Rp 4,875","Rp 14,147,250","Rp 11,317,800","Rp 2,829,450",5 Jan 2025,20%
Midmarket,Philippines,Biskuat,None, 462 ,"Rp 24,700","Rp 30,875","Rp 14,264,250","Rp 11,411,400","Rp 2,852,850",6 Jan 2025,20%
Midmarket,Laos,Aqua,None," 2,863 ","Rp 22,100","Rp 27,625","Rp 79,090,375","Rp 63,272,300","Rp 15,818,075",8 Jan 2025,20%
Midmarket,Thailand,Chitato,None," 1,456 ","Rp 22,100","Rp 27,625","Rp 40,222,000","Rp 32,177,600","Rp 8,044,400",8 Jan 2025,20%
Midmarket,Malaysia,Chitato,None," 1,910 ","Rp 1,500","Rp 1,875","Rp 3,581,250","Rp 2,865,000","Rp 716,250",9 Jan 2025,20%
Midmarket,Vietnam,Nugget Fiesta,None, 281 ,"Rp 17,500","Rp 21,875","Rp 6,146,875","Rp 4,917,500","Rp 1,229,375",11 Jan 2025,20%
Midmarket,Brunei,Ultra Milk,None," 1,146 ","Rp 12,400","Rp 15,500","Rp 17,763,000","Rp 14,210,400","Rp 3,552,600",14 Jan 2025,20%
Midmarket,Laos,Ultra Milk,None," 2,501 ","Rp 6,400","Rp 8,000","Rp 20,008,000","Rp 16,006,400","Rp 4,001,600",15 Jan 2025,20%
Midmarket,Cambodia,Teh Botol,None," 1,197 ","Rp 9,900","Rp 12,375","Rp 14,812,875","Rp 11,850,300","Rp 2,962,575",17 Jan 2025,20%
Midmarket,Singapore,Chitato,None," 2,952 ","Rp 2,200","Rp 2,750","Rp 8,118,000","Rp 6,494,400","Rp 1,623,600",17 Jan 2025,20%
Midmarket,Thailand,Tango,None, 861 ,"Rp 21,300","Rp 26,625","Rp 22,924,125","Rp 18,339,300","Rp 4,584,825",17 Jan 2025,20%
Midmarket,Brunei,Aqua,None, 542 ,"Rp 3,300","Rp 4,125","Rp 2,235,750","Rp 1,788,600","Rp 447,150",19 Jan 2025,20%
Midmarket,Myanmar,Gula Gulaku,None, 235 ,"Rp 19,300","Rp 24,125","Rp 5,669,375","Rp 4,535,500","Rp 1,133,875",19 Jan 2025,20%
Midmarket,Myanmar,Ultra Milk,None, 764 ,"Rp 15,000","Rp 18,750","Rp 14,325,000","Rp 11,460,000","Rp 2,865,000",20 Jan 2025,20%
Midmarket,Vietnam,Nugget Fiesta,None," 2,944 ","Rp 12,700","Rp 15,875","Rp 46,736,000","Rp 37,388,800","Rp 9,347,200",21 Jan 2025,20%
Midmarket,Laos,Teh Botol,None," 1,205 ","Rp 19,500","Rp 24,375","Rp 29,371,875","Rp 23,497,500","Rp 5,874,375",23 Jan 2025,20%
Midmarket,Vietnam,Nugget Fiesta,None," 2,998 ","Rp 23,200","Rp 29,000","Rp 86,942,000","Rp 69,553,600","Rp 17,388,400",24 Jan 2025,20%
Midmarket,Laos,Ultra Milk,None, 276 ,"Rp 3,600","Rp 4,500","Rp 1,242,000","Rp 993,600","Rp 248,400",26 Jan 2025,20%
Midmarket,Vietnam,Sari Roti,None," 1,203 ","Rp 14,100","Rp 17,625","Rp 21,202,875","Rp 16,962,300","Rp 4,240,575",27 Jan 2025,20%
Midmarket,Philippines,Gula Gulaku,None," 1,170 ","Rp 8,600","Rp 10,750","Rp 12,577,500","Rp 10,062,000","Rp 2,515,500",27 Jan 2025,20%
Midmarket,Myanmar,Indomie,None," 2,830 ","Rp 6,800","Rp 8,500","Rp 24,055,000","Rp 19,244,000","Rp 4,811,000",29 Jan 2025,20%
Midmarket,Malaysia,Teh Botol,None," 1,155 ","Rp 11,800","Rp 14,750","Rp 17,036,250","Rp 13,629,000","Rp 3,407,250",31 Jan 2025,20%
Midmarket,Myanmar,Indomie,None, 315 ,"Rp 21,417","Rp 26,750","Rp 8,426,250","Rp 6,746,355","Rp 1,679,895",31 Jan 2025,20%
Midmarket,Myanmar,Indomie,None, 765 ,"Rp 13,000","Rp 16,250","Rp 12,431,250","Rp 9,945,000","Rp 2,486,250",1 Feb 2025,20%
Midmarket,Vietnam,Gula Gulaku,None," 2,489 ","Rp 1,500","Rp 1,875","Rp 4,666,875","Rp 3,733,500","Rp 933,375",2 Feb 2025,20%
Midmarket,Philippines,Biskuat,None," 2,248 ","Rp 13,700","Rp 17,125","Rp 38,497,000","Rp 30,797,600","Rp 7,699,400",3 Feb 2025,20%
Midmarket,Laos,Biskuat,None," 2,938 ","Rp 9,000","Rp 11,250","Rp 33,052,500","Rp 26,442,000","Rp 6,610,500",3 Feb 2025,20%
Midmarket,Brunei,Indomie,None," 2,951 ","Rp 21,800","Rp 27,250","Rp 80,414,750","Rp 64,331,800","Rp 16,082,950",5 Feb 2025,20%
Midmarket,Cambodia,Chitato,None," 2,140 ","Rp 2,200","Rp 2,750","Rp 5,885,000","Rp 4,708,000","Rp 1,177,000",12 Feb 2025,20%
Midmarket,Malaysia,Nugget Fiesta,None," 1,224 ","Rp 1,700","Rp 2,125","Rp 2,601,000","Rp 2,080,800","Rp 520,200",14 Feb 2025,20%
Midmarket,Malaysia,Indomie,None, 681 ,"Rp 15,300","Rp 19,125","Rp 13,024,125","Rp 10,419,300","Rp 2,604,825",14 Feb 2025,20%
Midmarket,Laos,Tango,None," 1,286 ","Rp 10,800","Rp 13,500","Rp 17,361,000","Rp 13,888,800","Rp 3,472,200",15 Feb 2025,20%
Midmarket,Thailand,Tango,None, 869 ,"Rp 13,700","Rp 17,125","Rp 14,881,625","Rp 11,905,300","Rp 2,976,325",15 Feb 2025,20%
Midmarket,Brunei,Aqua,None," 2,035 ","Rp 5,200","Rp 6,500","Rp 13,227,500","Rp 10,582,000","Rp 2,645,500",15 Feb 2025,20%
Midmarket,Thailand,Chitato,None," 2,269 ","Rp 6,300","Rp 7,875","Rp 17,868,375","Rp 14,294,700","Rp 3,573,675",17 Feb 2025,20%
Midmarket,Singapore,Sari Roti,None," 1,087 ","Rp 15,500","Rp 19,375","Rp 21,060,625","Rp 16,848,500","Rp 4,212,125",23 Feb 2025,20%
Midmarket,Brunei,Teh Botol,None, 871 ,"Rp 8,100","Rp 10,125","Rp 8,818,875","Rp 7,055,100","Rp 1,763,775",23 Feb 2025,20%
Midmarket,Vietnam,Sari Roti,None," 1,168 ","Rp 21,100","Rp 26,375","Rp 30,806,000","Rp 24,644,800","Rp 6,161,200",24 Feb 2025,20%
Midmarket,Thailand,Ultra Milk,None," 2,630 ","Rp 18,600","Rp 23,250","Rp 61,147,500","Rp 48,918,000","Rp 12,229,500",3 Mar 2025,20%
Midmarket,Malaysia,Nugget Fiesta,None, 300 ,"Rp 1,500","Rp 1,875","Rp 562,500","Rp 450,000","Rp 112,500",4 Mar 2025,20%
Midmarket,Thailand,Ultra Milk,None," 1,393 ","Rp 7,900","Rp 9,875","Rp 13,755,875","Rp 11,004,700","Rp 2,751,175",4 Mar 2025,20%
Midmarket,Philippines,Chitato,None," 1,087 ","Rp 10,300","Rp 12,875","Rp 13,995,125","Rp 11,196,100","Rp 2,799,025",5 Mar 2025,20%
Midmarket,Thailand,Tango,None," 1,225 ","Rp 2,000","Rp 2,500","Rp 3,062,500","Rp 2,450,000","Rp 612,500",5 Mar 2025,20%
Midmarket,Philippines,Teh Botol,None," 1,869 ","Rp 15,800","Rp 19,750","Rp 36,912,750","Rp 29,530,200","Rp 7,382,550",8 Mar 2025,20%
Midmarket,Singapore,Tango,None, 298 ,"Rp 19,700","Rp 24,625","Rp 7,338,250","Rp 5,870,600","Rp 1,467,650",10 Mar 2025,20%
Midmarket,Thailand,Ultra Milk,None, 303 ,"Rp 3,400","Rp 4,250","Rp 1,287,750","Rp 1,030,200","Rp 257,550",14 Mar 2025,20%
Midmarket,Indonesia,Gula Gulaku,None," 2,364 ","Rp 21,900","Rp 27,375","Rp 64,714,500","Rp 51,771,600","Rp 12,942,900",14 Mar 2025,20%
Midmarket,Laos,Indomie,None, 199 ,"Rp 4,900","Rp 6,125","Rp 1,218,875","Rp 975,100","Rp 243,775",14 Mar 2025,20%
Midmarket,Brunei,Tango,None," 1,662 ","Rp 11,700","Rp 14,625","Rp 24,306,750","Rp 19,445,400","Rp 4,861,350",17 Mar 2025,20%
Midmarket,Vietnam,Biskuat,None, 793 ,"Rp 9,800","Rp 12,250","Rp 9,714,250","Rp 7,771,400","Rp 1,942,850",19 Mar 2025,20%
Midmarket,Philippines,Chitato,None," 1,386 ","Rp 18,900","Rp 23,625","Rp 32,744,250","Rp 26,195,400","Rp 6,548,850",19 Mar 2025,20%
Midmarket,Philippines,Tango,None, 919 ,"Rp 16,000","Rp 20,000","Rp 18,380,000","Rp 14,704,000","Rp 3,676,000",23 Mar 2025,20%
Midmarket,Laos,Indomie,None, 740 ,"Rp 13,700","Rp 17,125","Rp 12,672,500","Rp 10,138,000","Rp 2,534,500",23 Mar 2025,20%
Midmarket,Indonesia,Teh Botol,None," 1,010 ","Rp 10,200","Rp 12,750","Rp 12,877,500","Rp 10,302,000","Rp 2,575,500",26 Mar 2025,20%
Midmarket,Indonesia,Nugget Fiesta,None," 2,392 ","Rp 11,000","Rp 13,750","Rp 32,890,000","Rp 26,312,000","Rp 6,578,000",26 Mar 2025,20%
Midmarket,Malaysia,Chitato,None," 1,678 ","Rp 23,500","Rp 29,375","Rp 49,291,250","Rp 39,433,000","Rp 9,858,250",27 Mar 2025,20%
Midmarket,Malaysia,Tango,None, 878 ,"Rp 12,700","Rp 15,875","Rp 13,938,250","Rp 11,150,600","Rp 2,787,650",27 Mar 2025,20%
Midmarket,Thailand,Gula Gulaku,None, 391 ,"Rp 1,600","Rp 2,000","Rp 782,000","Rp 625,600","Rp 156,400",29 Mar 2025,20%
Midmarket,Brunei,Aqua,None, 179 ,"Rp 6,200","Rp 7,750","Rp 1,387,250","Rp 1,109,800","Rp 277,450",29 Mar 2025,20%
Midmarket,Thailand,Indomie,None," 1,188 ","Rp 9,500","Rp 11,875","Rp 14,107,500","Rp 11,286,000","Rp 2,821,500",30 Mar 2025,20%
Midmarket,Vietnam,Teh Botol,None, 417 ,"Rp 3,900","Rp 4,875","Rp 2,032,875","Rp 1,626,300","Rp 406,575",31 Mar 2025,20%
Midmarket,Brunei,Gula Gulaku,None, 602 ,"Rp 8,600","Rp 10,750","Rp 6,471,500","Rp 5,177,200","Rp 1,294,300",2 Apr 2025,20%
Midmarket,Laos,Teh Botol,None, 213 ,"Rp 23,700","Rp 29,625","Rp 6,310,125","Rp 5,048,100","Rp 1,262,025",2 Apr 2025,20%
Midmarket,Vietnam,Chitato,None," 1,739 ","Rp 4,100","Rp 5,125","Rp 8,912,375","Rp 7,129,900","Rp 1,782,475",2 Apr 2025,20%
Midmarket,Brunei,Sari Roti,None," 1,321 ","Rp 4,800","Rp 6,000","Rp 7,926,000","Rp 6,340,800","Rp 1,585,200",5 Apr 2025,20%
Midmarket,Philippines,Gula Gulaku,None," 2,206 ","Rp 22,000","Rp 27,500","Rp 60,665,000","Rp 48,532,000","Rp 12,133,000",5 Apr 2025,20%
Midmarket,Vietnam,Nugget Fiesta,None," 2,167 ","Rp 6,800","Rp 8,500","Rp 18,419,500","Rp 14,735,600","Rp 3,683,900",8 Apr 2025,20%
Midmarket,Laos,Indomie,None," 1,582 ","Rp 2,100","Rp 2,625","Rp 4,152,750","Rp 3,322,200","Rp 830,550",9 Apr 2025,20%
Midmarket,Brunei,Biskuat,None," 2,961 ","Rp 16,300","Rp 20,375","Rp 60,330,375","Rp 48,264,300","Rp 12,066,075",10 Apr 2025,20%
Midmarket,Philippines,Chitato,None, 805 ,"Rp 12,200","Rp 15,250","Rp 12,276,250","Rp 9,821,000","Rp 2,455,250",11 Apr 2025,20%
Midmarket,Malaysia,Nugget Fiesta,None," 2,620 ","Rp 4,500","Rp 5,625","Rp 14,737,500","Rp 11,790,000","Rp 2,947,500",12 Apr 2025,20%
Midmarket,Vietnam,Indomie,None," 1,949 ","Rp 4,900","Rp 6,125","Rp 11,937,625","Rp 9,550,100","Rp 2,387,525",12 Apr 2025,20%
Midmarket,Indonesia,Aqua,None," 2,882 ","Rp 2,900","Rp 3,625","Rp 10,447,250","Rp 8,357,800","Rp 2,089,450",13 Apr 2025,20%
Midmarket,Vietnam,Sari Roti,None," 1,867 ","Rp 22,300","Rp 27,875","Rp 52,042,625","Rp 41,634,100","Rp 10,408,525",14 Apr 2025,20%
Midmarket,Indonesia,Sari Roti,None," 1,967 ","Rp 9,400","Rp 11,750","Rp 23,112,250","Rp 18,489,800","Rp 4,622,450",15 Apr 2025,20%
Midmarket,Laos,Nugget Fiesta,None," 1,957 ","Rp 17,000","Rp 21,250","Rp 41,586,250","Rp 33,269,000","Rp 8,317,250",15 Apr 2025,20%
Midmarket,Singapore,Nugget Fiesta,None," 2,226 ","Rp 11,700","Rp 14,625","Rp 32,555,250","Rp 26,044,200","Rp 6,511,050",19 Apr 2025,20%
Midmarket,Myanmar,Chitato,None, 343 ,"Rp 10,500","Rp 13,125","Rp 4,501,875","Rp 3,601,500","Rp 900,375",21 Apr 2025,20%
Midmarket,Indonesia,Tango,None," 1,681 ","Rp 7,800","Rp 9,750","Rp 16,389,750","Rp 13,111,800","Rp 3,277,950",24 Apr 2025,20%
Midmarket,Singapore,Ultra Milk,None," 1,637 ","Rp 20,600","Rp 25,750","Rp 42,152,750","Rp 33,722,200","Rp 8,430,550",26 Apr 2025,20%
Midmarket,Philippines,Nugget Fiesta,None," 1,613 ","Rp 22,300","Rp 27,875","Rp 44,962,375","Rp 35,969,900","Rp 8,992,475",26 Apr 2025,20%
Midmarket,Laos,Aqua,None," 1,967 ","Rp 19,200","Rp 24,000","Rp 47,208,000","Rp 37,766,400","Rp 9,441,600",26 Apr 2025,20%
Midmarket,Myanmar,Tango,None, 721 ,"Rp 20,700","Rp 25,875","Rp 18,655,875","Rp 14,924,700","Rp 3,731,175",28 Apr 2025,20%
Midmarket,Cambodia,Chitato,None," 1,570 ","Rp 19,300","Rp 24,125","Rp 37,876,250","Rp 30,301,000","Rp 7,575,250",28 Apr 2025,20%
Midmarket,Thailand,Sari Roti,None," 1,135 ","Rp 20,200","Rp 25,250","Rp 28,658,750","Rp 22,927,000","Rp 5,731,750",28 Apr 2025,20%
Midmarket,Brunei,Biskuat,None," 1,388 ","Rp 5,800","Rp 7,250","Rp 10,063,000","Rp 8,050,400","Rp 2,012,600",28 Apr 2025,20%
Midmarket,Malaysia,Chitato,None," 1,743 ","Rp 16,000","Rp 20,000","Rp 34,860,000","Rp 27,888,000","Rp 6,972,000",29 Apr 2025,20%
Midmarket,Singapore,Ultra Milk,None, 754 ,"Rp 12,000","Rp 15,000","Rp 11,310,000","Rp 9,048,000","Rp 2,262,000",1 May 2025,20%
Midmarket,Malaysia,Nugget Fiesta,None, 624 ,"Rp 11,500","Rp 14,375","Rp 8,970,000","Rp 7,176,000","Rp 1,794,000",3 May 2025,20%
Midmarket,Laos,Biskuat,None," 1,642 ","Rp 22,700","Rp 28,375","Rp 46,591,750","Rp 37,273,400","Rp 9,318,350",4 May 2025,20%
Midmarket,Cambodia,Sari Roti,None," 1,479 ","Rp 5,800","Rp 7,250","Rp 10,722,750","Rp 8,578,200","Rp 2,144,550",7 May 2025,20%
Midmarket,Brunei,Chitato,None, 400 ,"Rp 13,800","Rp 17,250","Rp 6,900,000","Rp 5,520,000","Rp 1,380,000",12 May 2025,20%
Midmarket,Brunei,Chitato,None," 1,577 ","Rp 21,500","Rp 26,875","Rp 42,381,875","Rp 33,905,500","Rp 8,476,375",13 May 2025,20%
Midmarket,Laos,Biskuat,None, 910 ,"Rp 9,500","Rp 11,875","Rp 10,806,250","Rp 8,645,000","Rp 2,161,250",15 May 2025,20%
Midmarket,Indonesia,Indomie,None," 1,933 ","Rp 22,600","Rp 28,250","Rp 54,607,250","Rp 43,685,800","Rp 10,921,450",15 May 2025,20%
Midmarket,Myanmar,Tango,None," 1,963 ","Rp 8,500","Rp 10,625","Rp 20,856,875","Rp 16,685,500","Rp 4,171,375",16 May 2025,20%
Midmarket,Thailand,Nugget Fiesta,None," 2,481 ","Rp 6,100","Rp 7,625","Rp 18,917,625","Rp 15,134,100","Rp 3,783,525",17 May 2025,20%
Midmarket,Indonesia,Gula Gulaku,None, 720 ,"Rp 20,700","Rp 25,875","Rp 18,630,000","Rp 14,904,000","Rp 3,726,000",18 May 2025,20%
Midmarket,Vietnam,Nugget Fiesta,None," 1,032 ","Rp 19,000","Rp 23,750","Rp 24,510,000","Rp 19,608,000","Rp 4,902,000",20 May 2025,20%
Midmarket,Brunei,Teh Botol,None," 1,505 ","Rp 18,700","Rp 23,375","Rp 35,179,375","Rp 28,143,500","Rp 7,035,875",20 May 2025,20%
